날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스,평균기온(°C),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa)
2021-06-19,39,23,0.056,0.014,0.4,0.003,22.9,2.2,73.1,992.3
2021-06-20,44,27,0.047,0.026,0.5,0.003,23,2.6,72.9,993.7
2021-06-21,41,22,0.043,0.023,0.5,0.004,23.9,2.9,61.6,995.6
2021-06-22,18,8,0.038,0.008,0.3,0.003,21.3,2.9,71.8,1001.1
2021-06-23,14,6,0.036,0.007,0.3,0.002,21.1,2.6,73.8,1002.8
2021-06-24,14,6,0.041,0.008,0.3,0.002,21.7,2.1,74.6,1003.4
2021-06-25,24,14,0.039,0.016,0.4,0.002,22.2,2,77.1,1002.7
2021-06-26,22,13,0.042,0.014,0.4,0.002,23,1.6,75.4,1001.9
2021-06-27,25,17,0.046,0.007,0.4,0.003,23.8,2.8,69.6,998.9
2021-06-28,28,19,0.042,0.007,0.4,0.003,24.1,2.9,70.9,996.4
2021-06-29,22,14,0.042,0.006,0.3,0.002,23.5,2.5,73.8,997.4
2021-06-30,22,12,0.035,0.006,0.3,0.002,23.9,2.7,73,998.8
2021-07-01,21,12,0.032,0.011,0.4,0.004,24.8,2.6,66.8,998
2021-07-02,22,14,0.038,0.008,0.4,0.004,24.7,3.2,69.6,1000.2
2021-07-03,15,7,0.037,0.008,0.4,0.002,22.9,3.4,88.1,999.8
2021-07-04,20,9,0.033,0.01,0.4,0.002,23.9,7.7,87.5,997.7
2021-07-05,19,9,0.024,0.024,0.5,0.002,22.7,3.4,91,1001.5
2021-07-06,14,4,0.012,0.02,0.3,0.002,23.4,6.6,96.3,999.7
2021-07-07,15,9,0.006,0.022,0.3,0.002,23.7,3.2,95.8,999.9
2021-07-08,19,13,0.027,0.017,0.4,0.002,23.7,2.5,92.3,997.5
2021-07-09,21,13,0.026,0.018,0.4,0.002,24.4,1.7,90.6,997.3
2021-07-10,29,20,0.04,0.018,0.4,0.002,25.3,3.6,84.9,1000.2
2021-07-11,24,14,0.039,0.011,0.3,0.002,26.2,4.3,84.6,1002.1
2021-07-12,26,15,0.021,0.018,0.3,0.002,27.2,4.2,83.6,1002
2021-07-13,18,8,0.009,0.013,0.3,0.002,27,4.2,85.9,1003
2021-07-14,14,7,0.01,0.014,0.3,0.002,27.5,3.8,84.6,1004.6
2021-07-15,16,10,0.019,0.011,0.4,0.002,27.3,2.7,83,1006.4
2021-07-16,20,13,0.044,0.006,0.3,0.002,27,2.3,79.4,1006.1
2021-07-17,12,5,0.03,0.005,0.3,0.002,25.5,2.6,80.4,1003.9
2021-07-18,10,5,0.031,0.004,0.3,0.002,26.3,2.2,78.9,1003.5
2021-07-19,14,7,0.03,0.007,0.3,0.002,26.8,1.8,80.8,1004.9
2021-07-20,13,5,0.024,0.005,0.3,0.002,28.4,2.4,69,1005.5
2021-07-21,18,11,0.029,0.007,0.3,0.003,27.9,2.9,70.9,1003.8
2021-07-22,23,15,0.033,0.007,0.3,0.003,28,2.8,73,1002.3
2021-07-23,22,15,0.036,0.006,0.3,0.002,27.8,2.6,74.9,1001
2021-07-24,18,11,0.035,0.005,0.3,0.002,28.1,2.4,72.6,1000.1
2021-07-25,17,9,0.035,0.004,0.3,0.002,27.9,2.6,72.3,998.7
2021-07-26,14,7,0.03,0.005,0.3,0.002,28.1,2.8,70.3,996.6
2021-07-27,16,10,0.035,0.006,0.3,0.003,28.1,2.7,74.1,994.6
2021-07-28,14,8,0.025,0.005,0.3,0.002,27.9,2.4,73.1,994.5
2021-07-29,14,7,0.022,0.01,0.3,0.003,28.1,2.3,71,994
2021-07-30,23,9,0.02,0.016,0.3,0.002,27.8,3.8,74.3,993
2021-07-31,15,7,0.023,0.014,0.3,0.002,28,3.4,84.1,992.3
2021-08-01,24,16,0.042,0.013,0.4,0.002,29.1,2.7,80.5,992.1
2021-08-02,15,7,0.015,0.014,0.3,0.002,29,3.1,76.5,995.2
2021-08-03,22,11,0.014,0.016,0.3,0.003,28,2.5,75.8,999.7
2021-08-04,23,15,0.032,0.013,0.3,0.003,29.4,1.7,70.5,1000.3
2021-08-05,18,10,0.035,0.006,0.3,0.002,29.8,1.7,73.4,997.4
2021-08-06,18,9,0.036,0.006,0.3,0.002,30.4,2.1,71.8,994.1
2021-08-07,21,9,0.033,0.006,0.3,0.003,29.7,2.1,72.5,993.8
2021-08-08,12,4,0.03,0.005,0.3,0.003,25.3,2.6,90.4,993
2021-08-09,13,4,0.037,0.005,0.3,0.002,26.3,3.3,77.9,993.6
2021-08-10,21,6,0.036,0.006,0.4,0.003,26.2,2.4,78.9,1000.6
2021-08-11,24,11,0.03,0.013,0.4,0.002,26,2,82.4,1002.1
2021-08-12,15,5,0.046,0.007,0.4,0.003,26.3,2.3,80.5,1000.7
2021-08-13,12,4,0.046,0.006,0.4,0.002,25,2.4,84.8,997
2021-08-14,13,6,0.052,0.004,0.4,0.002,23.6,2.8,86.5,997.7
2021-08-15,16,6,0.038,0.003,0.4,0.002,24.7,2.7,77.1,1004.6
2021-08-16,19,9,0.035,0.005,0.3,0.003,25,3.2,73.4,1004.9
2021-08-17,9,4,0.036,0.005,0.3,0.002,22.8,3.2,87.3,999.4
2021-08-18,14,6,0.051,0.007,0.4,0.003,23.4,2.9,82.1,999.8
2021-08-19,15,6,0.042,0.007,0.4,0.003,24.6,2.4,78.3,1002.2
2021-08-20,15,6,0.043,0.007,0.4,0.003,25.5,2.3,81.3,1004.5
2021-08-21,19,6,0.035,0.007,0.3,0.003,23.8,6.4,93.4,998.9
2021-08-22,20,10,0.046,0.012,0.5,0.003,26.1,4.3,83.9,1000.1
2021-08-23,17,9,0.028,0.015,0.4,0.003,24,2.4,93.4,1000.2
2021-08-24,41,10,0.022,0.011,0.3,0.003,25.5,7.7,93.1,993.9
2021-08-25,20,10,0.021,0.023,0.4,0.003,24.3,3.4,97.8,999.1
2021-08-26,35,17,0.029,0.03,0.4,0.003,26.4,2.8,82.4,1003.8
2021-08-27,32,12,0.018,0.021,0.4,0.003,26.2,4.3,82.9,1003.8
2021-08-28,21,9,0.035,0.017,0.4,0.003,26.7,3.2,82.5,1004.3
2021-08-29,19,8,0.021,0.014,0.3,0.003,26.6,3.8,86,1004.2
2021-08-30,29,15,0.038,0.016,0.5,0.004,26.4,2.2,78.1,1006.1
2021-08-31,28,16,0.045,0.012,0.5,0.002,26,1.7,84.5,1005.8
2021-09-01,21,10,0.023,0.016,0.4,0.002,24.9,3.8,86.6,1000.7
2021-09-02,12,6,0.04,0.007,0.4,0.002,21.6,2.7,87,1001.1
2021-09-03,11,6,0.039,0.006,0.4,0.002,22.1,3.2,81,1000.1
2021-09-04,14,6,0.039,0.005,0.4,0.002,23,2.7,73.5,1005.6
2021-09-05,18,8,0.039,0.005,0.4,0.002,22.7,2.8,71.6,1008.6
2021-09-06,20,6,0.039,0.006,0.4,0.001,23.1,3.1,79.4,1007.8
2021-09-07,22,9,0.033,0.012,0.4,0.001,24.5,3.2,86,1000.9
2021-09-08,15,8,0.039,0.011,0.4,0.002,24.4,2.5,76.9,1000.9
2021-09-09,18,9,0.047,0.01,0.4,0.002,24.2,1.8,76.1,1004.9
2021-09-10,23,14,0.022,0.028,0.4,0.002,22.8,1.8,77.8,1005
2021-09-11,23,15,0.052,0.013,0.4,0.003,24.9,2.3,75.6,1003.6
2021-09-12,25,16,0.055,0.009,0.4,0.002,24.9,2.1,72.6,1004
2021-09-13,24,8,0.043,0.006,0.4,0.002,23.6,3.5,75.9,1007.8
2021-09-14,11,6,0.034,0.008,0.4,0.002,21.5,3.4,93,1005.6
2021-09-15,19,7,0.041,0.005,0.4,0.002,22.9,4.8,69.6,1005.9
2021-09-16,17,5,0.039,0.006,0.3,0.002,22.7,3.9,76,1003
2021-09-17,7,5,0.04,0.005,0.3,0.002,20.3,4.2,90.4,997.9
2021-09-18,15,5,0.037,0.006,0.4,0.002,22.5,2,71.8,1005
2021-09-19,12,5,0.039,0.006,0.4,0.003,22.7,2.7,72.5,1006.8
2021-09-20,16,6,0.039,0.006,0.4,0.002,23.1,2.6,79.4,1004
2021-09-21,19,9,0.036,0.01,0.4,0.003,23,4.5,92.9,998.9
2021-09-22,25,16,0.045,0.015,0.5,0.003,23.1,,80.9,1000.7
2021-09-23,20,11,0.047,0.011,0.4,0.002,22.8,2.2,60.8,1007.2
2021-09-24,13,7,0.036,0.008,0.4,0.003,22.1,2.6,70.5,1012.7
2021-09-25,17,5,0.038,0.005,0.4,0.002,22.1,3.3,80.5,1012.6
2021-09-26,16,4,0.039,0.005,0.3,0.003,21.7,3.1,70.6,1010.6
2021-09-27,13,4,0.037,0.006,0.3,0.003,21.8,3,73.3,1006.6
2021-09-28,13,5,0.036,0.009,0.4,0.003,22.4,2.6,77.3,1004.1
2021-09-29,21,10,0.024,0.017,0.4,0.003,24.2,3.1,88.6,1000.1
2021-09-30,11,6,0.034,0.011,0.4,0.004,22.1,2.9,86.1,998.9
2021-10-01,16,8,0.036,0.016,0.4,0.003,22.2,2.1,75.8,999.6
2021-10-02,38,25,0.042,0.022,0.5,0.003,23.3,2,76.4,1004.8
2021-10-03,39,26,0.04,0.022,0.5,0.003,23.5,1.3,73.3,1011.7
2021-10-04,39,18,0.04,0.015,0.4,0.004,24.5,5.7,80.4,1012.9
2021-10-05,32,12,0.031,0.021,0.4,0.004,24.4,3.5,78.9,1012
2021-10-06,24,13,0.039,0.012,0.4,0.004,23.4,2.3,79.3,1010.3
2021-10-07,26,12,0.03,0.02,0.4,0.003,23.4,2.3,76.4,1007.7
2021-10-08,23,14,0.035,0.012,0.4,0.004,23.3,2.1,77.9,1010.9
2021-10-09,29,17,0.046,0.006,0.4,0.002,23.7,2.3,83.5,1012.6
2021-10-10,28,17,0.036,0.011,0.4,0.003,24.9,3,82.1,1009.3
2021-10-11,11,6,0.032,0.009,0.4,0.003,21.1,3.5,85.1,1009.5
2021-10-12,8,3,0.037,0.006,0.3,0.003,18.6,4.1,80.6,1014.4
2021-10-13,10,5,0.038,0.007,0.4,0.003,19.9,3.4,75,1014.3
2021-10-14,19,7,0.033,0.02,0.4,0.003,21.4,2.4,73,1009.8
2021-10-15,23,13,0.03,0.015,0.4,0.002,21.9,2,72.8,1007.3
2021-10-16,11,5,0.031,0.008,0.4,0.002,14.7,2.4,71.6,1008.8
2021-10-17,16,6,0.033,0.006,0.3,0.001,10.2,3.4,45.9,1014.3
2021-10-18,19,9,0.02,0.023,0.4,0.002,13.6,1.8,50,1013.1
2021-10-19,20,11,0.033,0.016,0.4,0.002,14.4,2.9,46.4,1008.6
2021-10-20,19,10,0.032,0.012,0.4,0.002,13.7,2.5,61.4,1010.4
2021-10-21,9,6,0.028,0.013,0.4,0.003,12.6,2.4,84.9,1008.9
2021-10-22,19,12,0.035,0.012,0.4,0.002,13.2,3.6,61.4,1010.4
2021-10-23,12,6,0.038,0.009,0.3,0.002,15.1,2.3,59.4,1017.6
2021-10-24,14,8,0.03,0.016,0.4,0.002,15.8,0.9,59.5,1015.9
2021-10-25,19,10,0.035,0.019,0.4,0.002,16.7,1.4,58.1,1011.8
2021-10-26,28,18,0.031,0.024,0.4,0.002,15.9,1.9,45.6,1009.8
2021-10-27,45,31,0.044,0.021,0.5,0.002,17.1,2.8,49,1008.7
2021-10-28,28,13,0.037,0.012,0.4,0.002,16.9,3.3,48.4,1012.3
2021-10-29,17,5,0.037,0.008,0.3,0.002,15.9,3.3,55.8,1015
2021-10-30,17,7,0.034,0.011,0.4,0.002,16.6,2.5,59.1,1014
2021-10-31,18,10,0.032,0.016,0.4,0.002,17,1.4,56.4,1013.9
2021-11-01,38,22,0.033,0.023,0.5,0.002,17,2.1,51.8,1012.7
2021-11-02,35,22,0.036,0.019,0.5,0.002,14.9,2.9,56.5,1010.5
2021-11-03,34,22,0.03,0.023,0.5,0.002,15,2.8,59.9,1008.3
2021-11-04,36,24,0.032,0.029,0.5,0.002,15.1,2.4,55.5,1009.7
2021-11-05,38,22,0.036,0.022,0.5,0.002,16.5,1.7,53.8,1011.1
2021-11-06,31,11,0.042,0.009,0.4,0.003,16.7,3.1,59.4,1010.4
2021-11-07,14,4,0.043,0.005,0.3,0.002,18.2,3.4,64.1,1010.3
2021-11-08,14,6,0.03,0.011,0.4,0.002,14.1,4.9,72.5,1002.6
2021-11-09,15,7,0.027,0.012,0.4,0.002,10.1,4.7,57,1001.9
2021-11-10,14,6,0.028,0.013,0.4,0.002,10.2,5,58,998.5
2021-11-11,15,6,0.028,0.012,0.4,0.002,10.3,4.6,57.4,1001.6
2021-11-12,14,7,0.024,0.012,0.4,0.002,8.8,3.9,51.5,1007.7
2021-11-13,18,9,0.022,0.019,0.4,0.003,10.1,2.8,59.9,1010.3
2021-11-14,41,20,0.036,0.019,0.5,0.003,12.9,2.6,60.9,1010.3
2021-11-15,59,30,0.024,0.034,0.6,0.003,13.3,1.5,53.6,1012.3
2021-11-16,50,24,0.018,0.035,0.5,0.003,13.1,1.5,47.3,1014.1
2021-11-17,67,31,0.022,0.034,0.5,0.003,12.5,2.2,40.9,1013.8
2021-11-18,55,25,0.029,0.03,0.5,0.003,13.2,2.9,48,1010.4
2021-11-19,54,28,0.027,0.033,0.6,0.003,14.5,1.6,52,1009.2
2021-11-20,59,39,0.031,0.033,0.6,0.003,14.8,1.2,68.4,1011.2
2021-11-21,42,28,0.027,0.029,0.5,0.004,15.2,1.3,74.1,1007.9
2021-11-22,33,15,0.028,0.012,0.4,0.002,9.9,4,51.4,1003.9
2021-11-23,17,8,0.024,0.011,0.4,0.002,6.2,4.9,50,1007.9
2021-11-24,25,11,0.024,0.017,0.4,0.002,9.3,4.2,54.1,1009.1
2021-11-25,50,21,0.03,0.021,0.5,0.004,11.7,4,51.9,1008.9
2021-11-26,29,12,0.033,0.013,0.4,0.002,8.9,2.6,38.5,1016
2021-11-27,24,13,0.027,0.017,0.4,0.003,8.4,2.3,44.8,1024.1
2021-11-28,12,7,0.02,0.024,0.5,0.003,10.3,1.5,53.1,1024.4
2021-11-29,23,14,0.017,0.036,0.6,0.005,11.6,2.8,51.5,1017.8
2021-11-30,17,9,0.019,0.027,0.5,0.003,10.9,4.5,74.6,1003.3
2021-12-01,13,7,0.026,0.009,0.4,0.002,3.9,4.7,40.6,1009.7
2021-12-02,16,10,0.02,0.017,0.4,0.002,3.8,3,47.6,1010.8
2021-12-03,27,14,0.02,0.021,0.4,0.003,7.4,3.8,52.6,1008.4
2021-12-04,21,10,0.023,0.017,0.4,0.002,5.6,2.6,43.4,1016.4
2021-12-05,23,15,0.016,0.027,0.5,0.003,8.3,0.7,57.9,1019.3
2021-12-06,26,19,0.009,0.039,0.6,0.004,10.8,0.9,73,1016.7
2021-12-07,29,18,0.027,0.02,0.5,0.003,11.4,2.6,61.8,1017.3
2021-12-08,17,8,0.031,0.01,0.4,0.003,10.2,2.9,58.4,1022.1
2021-12-09,13,6,0.026,0.015,0.4,0.003,11.9,2.7,63.3,1019.8
2021-12-10,22,11,0.014,0.031,0.4,0.003,12.6,1.9,69.5,1015.5
2021-12-11,39,27,0.024,0.025,0.5,0.003,11.8,2.7,57.3,1015.1
2021-12-12,43,31,0.031,0.011,0.5,0.003,8.6,2.6,49.3,1012.6
2021-12-13,18,8,0.022,0.018,0.4,0.002,2.3,3.6,27.9,1015.6
2021-12-14,20,13,0.019,0.023,0.4,0.002,4.4,2.9,47.9,1013.1
2021-12-15,34,19,0.013,0.036,0.5,0.004,9.4,3.4,66.1,1012.7
2021-12-16,34,26,0.013,0.034,0.5,0.003,8.8,2,80.9,1008.7
2021-12-17,38,25,0.027,0.012,0.4,0.002,2.7,4.2,42.6,1009.8
2021-12-18,13,7,0.025,0.014,0.4,0.001,-1.4,3.1,34.5,1015.9
2021-12-19,18,11,0.022,0.018,0.4,0.002,4,3.1,49.5,1012.9
2021-12-20,44,20,0.02,0.032,0.5,0.004,7.9,5.1,57.5,1010.5
2021-12-21,61,34,0.018,0.044,0.6,0.005,10.2,3.1,59.1,1007.7
2021-12-22,43,25,0.019,0.033,0.6,0.003,9.4,1.7,44.4,1012.1
2021-12-23,44,24,0.015,0.035,0.5,0.003,8.7,1.9,30.3,1014
2021-12-24,59,38,0.01,0.042,0.6,0.003,7.7,1.9,47.1,1010.4
2021-12-25,29,16,0.032,0.008,0.4,0.002,-1.6,3.6,33.5,1016.1
2021-12-26,12,8,0.031,0.006,0.4,0.001,-5.2,3.9,30.8,1021.1
2021-12-27,19,11,0.021,0.019,0.4,0.002,-1.8,2.8,40.9,1020.1
2021-12-28,34,22,0.017,0.026,0.5,0.003,3.9,2.4,57.8,1017.9
2021-12-29,40,26,0.02,0.024,0.5,0.004,6.2,3.7,51.5,1010.8
2021-12-30,28,14,0.03,0.011,0.4,0.002,2.8,5,42.4,1012.9
2021-12-31,15,7,0.031,0.011,0.4,0.002,-0.1,3.7,29.3,1018.3
2022-01-01,12,8,0.02,0.023,0.4,0.002,1.9,2.2,24.4,1019.6
2022-01-02,24,17,0.027,0.02,0.5,0.003,4.8,3,32.9,1016.1
2022-01-03,34,22,0.022,0.024,0.5,0.002,4.1,2.9,28.5,1015.1
2022-01-04,41,24,0.017,0.03,0.5,0.003,4.5,2,38.3,1016.4
2022-01-05,19,11,0.024,0.017,0.4,0.002,5.4,2.7,55.8,1016.4
2022-01-06,20,11,0.022,0.019,0.4,0.002,6.1,2.4,42.1,1016.1
2022-01-07,40,22,0.013,0.034,0.5,0.002,5.8,1.9,41.6,1018.6
2022-01-08,29,20,0.022,0.024,0.5,0.002,5.7,3.4,26.4,1013.7
2022-01-09,60,51,0.034,0.019,0.6,0.003,5.9,1.9,51.9,1012
2022-01-10,70,58,0.021,0.035,0.6,0.003,7.4,2.2,59,1009.5
2022-01-11,45,30,0.029,0.013,0.5,0.002,1.5,3.9,39.1,1006.2
2022-01-12,19,11,0.027,0.014,0.4,0.002,-1.3,3.6,33,1010.1
2022-01-13,27,13,0.026,0.013,0.4,0.002,-1.1,3.7,35.1,1009.2
2022-01-14,24,11,0.02,0.022,0.4,0.003,-0.2,3.2,28.6,1014.5
2022-01-15,25,15,0.017,0.028,0.5,0.003,4.8,2.3,33.5,1013.1
2022-01-16,31,23,0.026,0.019,0.5,0.003,4.8,4.2,42,1012.8
2022-01-17,26,12,0.028,0.013,0.4,0.003,1.1,3.3,39.9,1015.5
2022-01-18,18,11,0.023,0.021,0.4,0.003,-0.1,2.7,22.6,1016.8
2022-01-19,38,23,0.019,0.027,0.5,0.003,2.1,3.5,34,1013.4
2022-01-20,23,17,0.03,0.014,0.4,0.003,1.5,3,44.6,1016.6
2022-01-21,21,12,0.02,0.027,0.5,0.003,3.9,1.3,53.9,1020.3
2022-01-22,19,11,0.017,0.033,0.5,0.003,6.7,1.2,63.8,1016.9
2022-01-23,22,14,0.024,0.026,0.6,0.004,8.7,1.7,69.9,1011.1
2022-01-24,23,13,0.038,0.009,0.4,0.003,5.7,3.7,63.9,1012.4
2022-01-25,26,14,0.019,0.029,0.5,0.003,6.7,2.3,62.8,1011.8
2022-01-26,49,37,0.027,0.024,0.6,0.003,5.5,3.2,53.4,1013.6
2022-01-27,61,51,0.023,0.033,0.7,0.003,6.3,2.6,39.9,1012.8
2022-01-28,22,15,0.029,0.018,0.4,0.002,4.7,3.1,27.3,1011.9
2022-01-29,13,8,0.037,0.009,0.4,0.002,3.3,3.4,24.6,1009.4
2022-01-30,16,10,0.032,0.012,0.4,0.002,3.2,3.2,29.5,1009.8
2022-01-31,15,10,0.034,0.012,0.4,0.002,3.6,4.1,32,1013.5
2022-02-01,35,24,0.039,0.009,0.5,0.002,3.3,4.9,48.5,1014.4
2022-02-02,37,29,0.037,0.01,0.5,0.002,1.7,2.7,46.6,1016.4
2022-02-03,17,10,0.035,0.013,0.4,0.002,2.1,2.6,38.5,1015.2
2022-02-04,30,15,0.039,0.01,0.4,0.002,1.3,4.2,39,1013.1
2022-02-05,20,11,0.036,0.009,0.4,0.002,-1.2,4.1,43.1,1014.3
2022-02-06,19,9,0.037,0.007,0.4,0.002,0.2,3.6,42.4,1017.4
2022-02-07,22,12,0.026,0.019,0.4,0.002,1.6,3.1,36.5,1017
2022-02-08,27,16,0.023,0.024,0.5,0.002,3.6,3.2,34.3,1016.2
2022-02-09,24,14,0.032,0.018,0.5,0.003,6.6,2.6,50.4,1015
2022-02-10,31,19,0.028,0.025,0.5,0.003,7.6,2.2,43.8,1011.7
2022-02-11,44,31,0.031,0.028,0.5,0.003,6.7,1.8,42.5,1015.6
2022-02-12,53,37,0.041,0.023,0.6,0.003,8.5,2.1,48.9,1014.8
2022-02-13,32,21,0.046,0.008,0.5,0.003,8.9,3.2,65.1,1011.2
2022-02-14,24,14,0.037,0.016,0.4,0.003,9,3.4,65.9,1009.9
2022-02-15,32,19,0.038,0.011,0.4,0.002,2.6,4.9,41.8,1008.9
2022-02-16,24,12,0.034,0.01,0.4,0.001,-1.7,4.5,40.4,1011.5
2022-02-17,20,13,0.032,0.012,0.4,0.002,-2.4,3,37.6,1016.9
2022-02-18,22,11,0.029,0.017,0.4,0.002,4,2.2,53.3,1019.6
2022-02-19,26,16,0.029,0.019,0.4,0.002,5.2,2.3,51,1011.6
2022-02-20,25,14,0.039,0.006,0.4,0.002,-0.6,3.6,32.8,1013.8
2022-02-21,30,14,0.031,0.016,0.4,0.002,1.4,3.5,40.8,1018.6
2022-02-22,25,14,0.033,0.012,0.4,0.002,1.2,3.4,34.6,1020.2
2022-02-23,23,14,0.033,0.013,0.4,0.002,0,2.8,32.1,1020.3
2022-02-24,27,14,0.033,0.016,0.4,0.002,1.6,3.1,32.9,1019.1
2022-02-25,42,28,0.033,0.025,0.5,0.003,5,3.3,41.4,1017
2022-02-26,78,53,0.046,0.023,0.5,0.003,7.7,4.6,54.8,1010.7
2022-02-27,37,23,0.041,0.014,0.5,0.003,6.7,4.3,41.8,1011.9
2022-02-28,32,15,0.03,0.025,0.5,0.003,9.8,3,39.8,1012.3
2022-03-01,34,23,0.035,0.021,0.5,0.003,10.9,3.4,74.3,1004.4
2022-03-02,32,23,0.031,0.019,0.5,0.003,7,3.2,45,1006.6
2022-03-03,39,21,0.039,0.021,0.5,0.003,7.8,3.4,48.5,1009.2
2022-03-04,82,42,0.042,0.028,0.6,0.004,10.4,4.9,59.1,1005.6
2022-03-05,83,19,0.043,0.009,0.4,0.003,8.7,5.7,34.8,1003.5
2022-03-06,26,9,0.038,0.009,0.4,0.002,5,2.6,36.1,1010.7
2022-03-07,44,25,0.037,0.019,0.5,0.003,7.3,2.7,55.6,1010.8
2022-03-08,54,26,0.037,0.027,0.5,0.004,9.6,2.7,40.5,1009.2
2022-03-09,64,37,0.048,0.02,0.6,0.003,10.5,2.3,58.4,1012.5
2022-03-10,58,36,0.041,0.029,0.6,0.004,11.3,3.4,69.6,1012.3
2022-03-11,46,26,0.035,0.032,0.5,0.004,14,3.8,77.6,1009.5
2022-03-12,41,24,0.028,0.027,0.5,0.004,16,3.5,83.3,1008.4
2022-03-13,30,15,0.038,0.012,0.4,0.004,15,6.9,94.9,1004
2022-03-14,20,13,0.034,0.019,0.5,0.004,11.3,3.7,90,1003.8
2022-03-15,30,16,0.041,0.017,0.5,0.004,11.8,2.3,64.3,1004.7
2022-03-16,33,21,0.028,0.037,0.5,0.005,13.1,2.7,61,1006.7
2022-03-17,32,18,0.042,0.012,0.5,0.004,10.4,4.5,79.8,1010.3
2022-03-18,8,4,0.042,0.006,0.4,0.002,7.3,5.1,82.4,1000.7
2022-03-19,13,7,0.034,0.012,0.5,0.002,6.1,2.3,80.1,1000.3
2022-03-20,11,8,0.035,0.011,0.5,0.002,7.5,2.4,69.3,1009.6
2022-03-21,19,13,0.038,0.013,0.5,0.002,8.9,2.9,54.6,1013.8
2022-03-22,30,19,0.041,0.012,0.5,0.002,9.2,3.1,57.3,1011.7
2022-03-23,37,23,0.035,0.024,0.5,0.002,9.1,2.3,57.5,1008.7
2022-03-24,60,44,0.045,0.022,0.6,0.003,10.2,3.6,55.4,1011.5
2022-03-25,51,34,0.037,0.027,0.6,0.003,13.3,2.3,74.5,1009.7
2022-03-26,22,10,0.04,0.01,0.5,0.003,13.8,5.3,89.3,994.5
2022-03-27,35,13,0.041,0.013,0.5,0.003,13.8,3.6,49.6,1005.1
2022-03-28,23,9,0.044,0.008,0.4,0.002,9.6,3.4,44.9,1016.7
2022-03-29,19,9,0.04,0.017,0.4,0.002,11.5,2.6,57.5,1016.2
2022-03-30,36,18,0.025,0.027,0.4,0.002,14,2.5,86,1011.9
2022-03-31,28,16,0.041,0.012,0.4,0.002,11.5,3.3,74.3,1014
2022-04-01,14,7,0.044,0.008,0.4,0.002,9.2,3.7,54.3,1019.7
2022-04-02,19,10,0.041,0.016,0.4,0.002,10.4,2.7,58.9,1018.2
2022-04-03,22,15,0.048,0.013,0.4,0.002,11.7,1.9,62.6,1018.5
2022-04-04,22,13,0.041,0.021,0.4,0.002,12.3,2,61.6,1018.2
2022-04-05,36,20,0.034,0.031,0.5,0.002,13.5,4.1,47.9,1012.5
2022-04-06,38,22,0.048,0.024,0.5,0.002,14.8,2.7,40.8,1011.1
2022-04-07,52,26,0.038,0.034,0.5,0.003,14.8,2.2,54,1007.6
2022-04-08,38,14,0.044,0.015,0.4,0.002,14.6,3.1,56.4,1011
2022-04-09,44,16,0.043,0.019,0.4,0.002,16.7,5.6,59,1008.2
2022-04-10,27,15,0.044,0.013,0.4,0.002,17.8,5.2,69.8,1009
2022-04-11,46,24,0.022,0.026,0.4,0.003,17.4,3,82.6,1006.3
2022-04-12,24,13,0.02,0.02,0.4,0.002,17.9,4.3,88.9,1003
2022-04-13,22,13,0.037,0.01,0.4,0.002,12.8,4,81.6,1006.8
2022-04-14,13,7,0.038,0.006,0.4,0.002,10.9,4.4,79.9,1008.4
2022-04-15,20,8,0.043,0.007,0.4,0.002,12.2,3.7,61,1007.8
2022-04-16,15,7,0.048,0.008,0.4,0.002,12.1,2.9,56.6,1008.8
2022-04-17,26,12,0.052,0.013,0.4,0.002,14.9,3.2,43.9,1008.9
2022-04-18,39,17,0.041,0.031,0.5,0.002,16.8,2.1,35.5,1008.1
2022-04-19,40,20,0.035,0.034,0.4,0.003,17.5,2,37.8,1008
2022-04-20,40,16,0.047,0.026,0.3,0.003,18.9,3.6,29.5,1007.4
2022-04-21,34,19,0.037,0.031,0.3,0.003,14.5,2.7,73.9,1005.1
2022-04-22,34,18,0.044,0.02,0.3,0.002,16,5.8,74.6,1003.7
2022-04-23,42,21,0.048,0.017,0.4,0.003,17.3,2.8,65.1,1004.4
2022-04-24,40,25,0.043,0.021,0.4,0.003,17.7,3,77,1002.2
2022-04-25,48,31,0.032,0.033,0.4,0.004,19,1.9,80.3,1002.8
2022-04-26,16,9,0.014,0.023,0.3,0.002,17.4,2.9,99.9,994.6
2022-04-27,73,17,0.039,0.009,0.3,0.002,16.5,3,67.3,1005.9
2022-04-28,60,12,0.044,0.01,0.3,0.004,15.9,3.3,59.5,1008.1
2022-04-29,12,6,0.047,0.005,0.3,0.002,11.2,4.3,82.3,1006.4
2022-04-30,15,8,0.05,0.007,0.3,0.002,13.4,2.6,70.3,1008.7
2022-05-01,30,12,0.047,0.01,0.3,0.002,14.8,2.8,51.6,1004.6
2022-05-02,34,16,0.051,0.013,0.4,0.002,13.8,3.4,53.8,1005.2
2022-05-03,26,15,0.049,0.015,0.4,0.002,13.9,3.5,63.5,1010.9
2022-05-04,36,17,0.047,0.024,0.5,0.003,16,4.3,60.8,1011.3
2022-05-05,23,14,0.048,0.015,0.4,0.002,17.7,3.8,69,1011
2022-05-06,30,18,0.026,0.028,0.4,0.003,19.4,2.6,66,1008
