날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스,평균기온(°C),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa)
2022-05-07,31,17,0.043,0.012,0.4,0.003,19.4,3.5,64.9,1007.9
2022-05-08,18,7,0.049,0.005,0.3,0.002,15.9,3.3,60.5,1010.4
2022-05-09,15,6,0.045,0.008,0.4,0.003,16.1,2.9,53.8,1009.4
2022-05-10,15,6,0.049,0.007,0.3,0.003,16.5,2.9,61.5,1008.2
2022-05-11,22,15,0.03,0.017,0.4,0.009,18.7,1.5,75.9,1006.5
2022-05-12,31,20,0.046,0.013,0.5,0.004,19.3,1.8,80.4,1002.7
2022-05-13,29,20,0.038,0.012,0.4,0.003,16.9,1.8,83.6,999.5
2022-05-14,34,17,0.041,0.014,0.4,0.002,18.4,2.9,53.4,1002.1
2022-05-15,21,8,0.048,0.006,0.4,0.002,16.6,2.8,49.6,1004.7
2022-05-16,29,11,0.05,0.013,0.4,0.002,17.6,3.7,44.4,1003.6
2022-05-17,38,19,0.054,0.021,0.4,0.003,19.3,3.2,51.4,1006.1
2022-05-18,54,29,0.066,0.025,0.5,0.003,20.2,4.2,53.9,1009.2
2022-05-19,38,20,0.049,0.029,0.4,0.003,20.5,4.4,42.9,1009.1
2022-05-20,38,23,0.047,0.025,0.4,0.004,20.2,4.2,59.5,1004.9
2022-05-21,38,25,0.044,0.022,0.4,0.003,20,2.8,71.5,999.7
2022-05-22,41,24,0.065,0.015,0.5,0.003,21.9,2.9,57.8,998.5
2022-05-23,35,24,0.056,0.018,0.5,0.004,21,2.2,67.6,1004.1
2022-05-24,58,41,0.069,0.022,0.5,0.003,22.6,2.2,65.6,1004.6
2022-05-25,50,33,0.054,0.025,0.4,0.003,21.5,3.6,69.4,1000.4
2022-05-26,29,17,0.044,0.022,0.4,0.003,20.4,3.8,69,995.3
2022-05-27,38,15,0.048,0.022,0.4,0.003,22.4,5.3,47.6,993
2022-05-28,34,16,0.051,0.023,0.4,0.003,22.6,4.4,48.4,997.7
2022-05-29,21,12,0.041,0.021,0.4,0.004,22.6,3.5,50.5,997.5
2022-05-30,25,17,0.048,0.021,0.4,0.004,20.7,1.8,67.9,993.1
2022-05-31,26,14,0.042,0.02,0.4,0.002,21.6,3,52.6,999.2
2022-06-01,23,12,0.038,0.025,0.4,0.002,22.2,2.8,47.8,998.5
2022-06-02,26,15,0.04,0.02,0.4,0.002,20.7,4.4,76,998.6
2022-06-03,31,19,0.041,0.02,0.4,0.003,21.6,2.7,73.4,1002
2022-06-04,20,11,0.05,0.006,0.3,0.003,20.7,3.3,69.6,1003.4
2022-06-05,17,9,0.047,0.006,0.4,0.002,17.8,2.9,93.4,995
2022-06-06,11,8,0.047,0.004,0.4,0.002,19,2.8,82,991.4
2022-06-07,12,6,0.033,0.006,0.3,0.002,17.3,2.5,76.3,1000.1
2022-06-08,17,10,0.031,0.007,0.3,0.002,17.5,2.6,78.4,1004.2
2022-06-09,15,10,0.034,0.007,0.3,0.003,18.9,2.5,76.8,1005.6
2022-06-10,12,7,0.03,0.013,0.3,0.002,20.5,1.9,78,1005.8
2022-06-11,23,16,0.037,0.011,0.4,0.003,21.1,2.3,73.1,1003.8
2022-06-12,16,,0.041,0.004,0.3,0.002,20.1,3,75.1,1004.9
2022-06-13,20,9,0.035,0.006,0.3,0.002,19.4,3.3,77.6,1001.7
2022-06-14,10,6,0.034,0.005,0.3,0.002,17.3,3.8,94.5,999.2
2022-06-15,17,9,0.032,0.013,0.4,0.002,19.8,4.2,88.1,999.2
2022-06-16,43,32,0.063,0.017,0.5,0.002,22.1,4.9,79.3,999.6
2022-06-17,27,19,0.045,0.015,0.4,0.002,22.8,4.8,82.1,1000.3
2022-06-18,15,8,0.028,0.015,0.3,0.002,23.9,3.9,82.3,998.9
2022-06-19,11,8,0.029,0.013,0.3,0.002,23.5,3.9,85.9,999.3
2022-06-20,16,10,0.023,0.017,0.3,0.002,24.2,3,86.4,996.6
2022-06-21,16,10,0.028,0.009,0.3,0.002,25,1.9,86.9,995.9
2022-06-22,27,15,0.028,0.017,0.4,0.002,24.7,4,84.4,999.3
2022-06-23,26,14,0.02,0.013,0.3,0.002,23.2,6.2,97.4,996.4
2022-06-24,26,15,0.034,0.012,0.3,0.002,22.9,6.8,96.5,992.2
2022-06-25,27,21,0.038,0.013,0.4,0.002,23.2,5.2,93,999.1
2022-06-26,17,10,0.02,0.008,0.3,0.002,24,5.5,96.9,1003.8
2022-06-27,14,8,0.011,0.008,0.3,0.002,23.6,7.2,100,1003.3
2022-06-28,22,10,0.014,0.007,0.3,0.002,23.7,10.1,99.5,1000.4
2022-06-29,22,9,0.014,0.007,0.3,0.002,24.1,10.5,98.9,1000.8
2022-06-30,14,8,0.01,0.01,0.3,0.002,25.5,6,91.6,1004.8
2022-07-01,23,13,0.01,0.015,0.3,0.003,25.9,2.9,85,1006.7
2022-07-02,23,16,0.016,0.012,0.3,0.003,27.4,1.6,69.6,1004.6
2022-07-03,13,9,0.019,0.014,0.3,0.002,27.5,2.4,78.9,1001
2022-07-04,18,10,0.019,0.012,0.3,0.003,27.4,1.9,80.4,997.7
2022-07-05,12,8,0.022,0.009,0.3,0.003,26.4,1.8,85.9,997.4
2022-07-06,17,12,0.017,0.017,0.3,0.002,27,2.1,89.8,1001
2022-07-07,16,9,0.015,0.011,0.3,0.001,27.5,4.4,91.5,1000.5
2022-07-08,25,13,0.016,0.018,0.3,0.001,26.7,4.5,90.9,995.2
2022-07-09,21,15,0.045,0.008,0.4,0.001,27.6,2.4,79.1,993.6
2022-07-10,15,12,0.033,0.007,0.3,0.002,26.4,2,85.6,997.8
2022-07-11,16,11,0.021,0.018,0.3,0.001,24.8,1.3,92.3,998.1
2022-07-12,16,8,0.028,0.008,0.3,0.002,25.1,2.6,80,1000.6
2022-07-13,12,7,0.025,0.008,0.3,0.002,24.5,2,84.6,997.9
2022-07-14,29,16,0.03,0.017,0.3,0.002,26.8,3.5,85.3,991.5
2022-07-15,30,20,0.039,0.022,0.4,0.002,25.7,2.6,86.8,990.8
2022-07-16,38,29,0.057,0.02,0.5,0.003,26,2.3,81.4,990
2022-07-17,29,20,0.044,0.016,0.4,0.002,26.3,2.9,75.6,992.3
2022-07-18,16,12,0.032,0.02,0.4,0.002,22.8,2.7,95.8,992.1
2022-07-19,26,18,0.031,0.02,0.4,0.002,24.7,2.4,91.3,993.9
2022-07-20,40,27,0.042,0.021,0.4,0.002,26,2.9,79.5,997.8
2022-07-21,26,16,0.034,0.016,0.4,0.002,26.3,4.7,79,993.4
2022-07-22,20,12,0.043,0.009,0.4,0.002,25.1,2.5,76.6,997.1
2022-07-23,13,8,0.029,0.008,0.3,0.002,24.6,1.8,84.8,998.4
2022-07-24,24,14,0.044,0.011,0.4,0.002,25.1,3.6,89.8,995.1
2022-07-25,24,16,0.035,0.01,0.4,0.002,25.2,2.3,89.9,1000.4
2022-07-26,15,10,0.039,0.006,0.4,0.002,25.7,2.4,83.4,1002.1
2022-07-27,15,9,0.036,0.006,0.4,0.003,26.2,2.5,77.3,1002.2
2022-07-28,22,16,0.028,0.009,0.4,0.003,26.6,2.3,87.3,1003.4
2022-07-29,23,15,0.031,0.009,0.4,0.003,28.5,2.5,77.9,1003.9
2022-07-30,15,10,0.025,0.005,0.3,0.002,28.1,3,77.8,1001
2022-07-31,22,9,0.014,0.006,0.3,0.002,27.1,2.7,89.5,999.7
2022-08-01,24,10,0.013,0.006,0.3,0.002,27.5,3.5,87.4,1000.5
2022-08-02,22,9,0.019,0.007,0.3,0.001,27.1,7.2,93.4,1003.1
2022-08-03,15,7,0.014,0.012,0.3,0.002,27.7,4.8,88.1,1002.9
2022-08-04,22,12,0.025,0.015,0.4,0.002,28.7,4,83.1,1000.9
2022-08-05,22,12,0.019,0.016,0.4,0.002,29,4.1,81.6,998.2
2022-08-06,28,16,0.033,0.013,0.4,0.002,29.2,3.6,82.8,997.7
2022-08-07,23,13,0.027,0.01,0.3,0.002,29,4.8,84.4,999.6
2022-08-08,24,9,0.018,0.013,0.3,0.002,28.9,5.8,80,1000.7
2022-08-09,19,5,0.017,0.012,0.3,0.002,28.6,5.6,78.4,1000.4
2022-08-10,19,7,0.013,0.013,0.3,0.002,28.1,4.8,81.1,999.4
2022-08-11,18,8,0.009,0.016,0.3,0.001,27.4,4.3,84.8,998
2022-08-12,36,21,0.033,0.026,0.4,0.002,28.1,3,85.3,997.2
2022-08-13,33,23,0.035,0.021,0.5,0.002,27.2,2.6,87.5,998.1
2022-08-14,22,12,0.027,0.011,0.3,0.001,28.3,4.5,80.4,998.7
2022-08-15,17,7,0.016,0.008,0.3,0.001,29,6.1,78.5,996.4
2022-08-16,20,10,0.018,0.02,0.4,0.001,26.1,3.9,90.4,996.6
2022-08-17,16,10,0.036,0.017,0.4,0.001,22.9,1.7,94.6,998.2
2022-08-18,26,18,0.038,0.017,0.4,0.002,24.8,2.3,85.3,999.5
2022-08-19,28,17,0.019,0.026,0.4,0.002,26.6,4.3,82.4,996.3
2022-08-20,26,13,0.017,0.022,0.4,0.002,25.6,3.1,94.3,994.4
2022-08-21,18,9,0.039,0.005,0.4,0.003,26,2.7,70.5,996.8
2022-08-22,19,9,0.031,0.023,0.4,0.003,25.7,2.7,59.6,996.4
2022-08-23,34,18,0.039,0.028,0.5,0.003,26.8,3,71.9,997.3
2022-08-24,13,7,0.033,0.006,0.4,0.001,22.2,3.2,88.5,999.3
2022-08-25,22,11,0.039,0.014,0.4,0.001,24.5,3,75.6,998.5
2022-08-26,26,16,0.053,0.014,0.4,0.002,25,2.7,67.4,997.9
2022-08-27,32,19,0.049,0.011,0.4,0.002,24.6,2.4,63.8,1000.1
2022-08-28,15,6,0.039,0.003,0.3,0.002,23,3.1,63.4,1005.8
2022-08-29,19,7,0.035,0.006,0.3,0.003,24.3,2.5,73,1006
2022-08-30,20,10,0.026,0.013,0.4,0.003,24,2.1,86.8,1001.9
2022-08-31,16,9,0.022,0.013,0.4,0.002,22.6,1.9,93.4,998.9
2022-09-01,12,6,0.039,0.007,0.4,0.003,21.9,2.7,86.5,1004.1
2022-09-02,9,2,0.05,0.005,0.3,0.002,20.9,3.2,96.9,1006.4
2022-09-03,11,4,0.041,0.004,0.3,0.002,22.7,3.2,97.1,1005.3
2022-09-04,19,8,0.034,0.004,0.3,0.002,25.8,2.3,91.9,1001.9
2022-09-05,27,8,0.014,0.006,0.3,0.002,26.2,3.2,92.6,995.3
2022-09-06,18,7,0.037,0.006,0.3,0.002,24.5,5.4,75.1,989.3
2022-09-07,26,11,0.044,0.014,0.4,0.002,23.3,2.4,60.3,1007.3
2022-09-08,23,9,0.046,0.01,0.4,0.002,22.7,2.6,65.8,1008.3
2022-09-09,20,8,0.044,0.004,0.3,0.002,23.1,3.1,71.8,1008.1
2022-09-10,20,8,0.044,0.003,0.3,0.003,22.8,3.2,72.9,1008
2022-09-11,22,10,0.039,0.004,0.3,0.002,23.8,2.6,76.1,1005.9
2022-09-12,21,10,0.034,0.006,0.3,0.003,24.5,2.6,79,1005
2022-09-13,22,11,0.032,0.005,0.3,0.003,24.7,3.8,75.9,1005.9
2022-09-14,23,10,0.038,0.005,0.3,0.003,24.3,4.2,74.4,1006.3
2022-09-15,31,13,0.039,0.007,0.3,0.004,24.3,3.9,75.5,1003.5
2022-09-16,26,13,0.032,0.009,0.3,0.003,25.1,2.5,85,1000.9
2022-09-17,31,20,0.038,0.012,0.4,0.004,25.8,2.4,80.8,998.9
2022-09-18,15,7,0.033,0.003,0.3,0.002,26.4,4.7,78.6,990.2
2022-09-19,11,4,0.035,0.003,0.3,0.002,24.1,5.6,75.8,986.2
2022-09-20,35,8,0.035,0.005,0.3,0.002,19.3,3.5,63.1,1004
2022-09-21,19,5,0.032,0.005,0.3,0.002,18.9,3.1,63.3,1008.4
2022-09-22,19,5,0.034,0.007,0.3,0.002,20.3,2.7,72.8,1005.9
2022-09-23,27,12,0.037,0.015,0.4,0.002,22.4,3.1,67.3,1002.8
2022-09-24,15,7,0.044,0.008,0.4,0.002,20,2.8,51.6,1006.5
2022-09-25,14,6,0.039,0.008,0.4,0.003,20.3,2.2,64.6,1007.1
2022-09-26,25,14,0.026,0.018,0.5,0.006,20.5,1.7,74.8,1007.3
2022-09-27,20,11,0.032,0.011,0.4,0.003,21.6,2.1,76.3,1006.2
2022-09-28,16,7,0.036,0.01,0.4,0.002,21.8,2.1,77.3,1004.6
2022-09-29,29,16,0.034,0.022,0.4,0.002,22.6,1.9,70.6,1005.2
2022-09-30,37,27,0.045,0.028,0.5,0.003,22.1,1.8,75.8,1006.9
2022-10-01,42,32,0.049,0.029,0.6,0.003,23.4,1.8,64.5,1008.3
2022-10-02,32,23,0.046,0.014,0.5,0.002,23.9,1.8,77,1009.1
2022-10-03,33,19,0.036,0.01,0.3,0.002,24.2,6.7,89.1,1006.8
2022-10-04,25,11,0.027,0.011,0.3,0.002,21.8,6.2,88.9,1003.8
2022-10-05,17,6,0.03,0.007,0.3,0.002,18.3,3,75.9,1010
2022-10-06,14,8,0.027,0.015,0.4,0.002,18.1,2,77.5,1009
2022-10-07,18,12,0.031,0.011,0.4,0.002,17.2,2.8,71,1008.8
2022-10-08,15,5,0.041,0.005,0.3,0.002,17.2,3.7,61.9,1014.5
2022-10-09,15,7,0.035,0.008,0.4,0.003,17.3,2.7,75.5,1007.7
2022-10-10,16,6,0.034,0.006,0.4,0.002,14.8,5.1,55.9,1004.6
2022-10-11,14,7,0.032,0.012,0.4,0.002,14.7,3,61.3,1010.7
2022-10-12,17,8,0.035,0.011,0.4,0.002,17.1,2.5,63,1016.1
2022-10-13,18,6,0.045,0.007,0.3,0.002,19,3.3,62,1014.3
2022-10-14,15,7,0.042,0.008,0.3,0.002,19,2.9,66.9,1010.2
2022-10-15,15,6,0.042,0.007,0.3,0.002,19.7,2.8,68.9,1009.6
2022-10-16,17,8,0.037,0.014,0.3,0.002,20.4,2.4,70.9,1008.1
2022-10-17,50,22,0.034,0.018,0.5,0.002,18.1,4.3,50,1005.8
2022-10-18,24,9,0.031,0.014,0.4,0.002,13.2,4,40.8,1010.9
2022-10-19,20,10,0.029,0.017,0.4,0.002,13,2.8,41.5,1014.9
2022-10-20,25,12,0.028,0.028,0.4,0.002,15.9,2.3,44.3,1017.6
2022-10-21,32,14,0.033,0.025,0.4,0.002,17.9,3.5,58.6,1014.7
2022-10-22,28,15,0.038,0.018,0.4,0.002,19.2,3.2,61.8,1010.1
2022-10-23,33,18,0.046,0.009,0.4,0.002,17,2.9,62.5,1007.6
2022-10-24,26,11,0.034,0.01,0.4,0.001,13.8,3.1,49.5,1009.7
2022-10-25,13,5,0.037,0.006,0.3,0.001,13.7,3.5,53.9,1017
2022-10-26,13,5,0.03,0.013,0.3,0.002,15.9,2.3,60.3,1017.4
2022-10-27,21,10,0.023,0.025,0.4,0.002,17.6,1.6,59.5,1014.8
2022-10-28,25,14,0.035,0.016,0.4,0.002,17.2,2.6,68.8,1015.8
2022-10-29,18,9,0.035,0.007,0.4,0.002,15.7,2.7,73,1016.9
2022-10-30,14,7,0.036,0.007,0.4,0.002,14.8,2.8,72.8,1016.1
2022-10-31,16,10,0.04,0.008,0.3,0.003,15.9,2.9,64.4,1014.3
2022-11-01,23,11,0.032,0.021,0.4,0.002,17,1.5,60.9,1011.1
2022-11-02,42,27,0.033,0.028,0.5,0.002,16.7,1.6,63.8,1010.2
2022-11-03,51,32,0.039,0.025,0.5,0.002,16.4,2.5,48,1007.8
2022-11-04,33,15,0.033,0.014,0.4,0.002,11.6,3.3,35,1010.1
2022-11-05,23,10,0.028,0.017,0.4,0.002,10.6,3.4,26.1,1013.6
2022-11-06,23,13,0.032,0.019,0.4,0.002,12.2,2.3,41.4,1014.6
2022-11-07,36,19,0.024,0.033,0.5,0.002,14,2.1,48.5,1013.3
2022-11-08,44,25,0.026,0.037,0.5,0.002,15.4,1.9,47.4,1014.9
2022-11-09,41,26,0.033,0.035,0.6,0.003,15.2,2.2,53,1015.2
2022-11-10,51,33,0.043,0.027,0.5,0.003,16.9,2.4,49.1,1014.9
2022-11-11,40,26,0.046,0.015,0.5,0.002,17.5,2.8,69,1016.5
2022-11-12,38,25,0.037,0.019,0.5,0.003,19.1,2.2,81.4,1009.7
2022-11-13,17,8,0.034,0.009,0.4,0.002,17.8,4.4,76.6,1003.8
2022-11-14,28,13,0.027,0.015,0.4,0.002,12.8,2.2,67.4,1008
2022-11-15,30,15,0.028,0.018,0.4,0.002,11.3,3.1,50.8,1007.1
2022-11-16,42,22,0.027,0.026,0.5,0.002,12.8,2.1,50.1,1010.7
2022-11-17,45,26,0.022,0.032,0.5,0.002,12.8,,46,1013.9
2022-11-18,33,19,0.033,0.024,0.5,0.003,14.4,,61.3,1015.9
2022-11-19,29,14,0.049,0.01,0.4,0.003,16.1,3.3,65.5,1012.7
2022-11-20,23,11,0.04,0.009,0.4,0.003,15.3,2.3,70.6,1010.3
2022-11-21,27,14,0.019,0.031,0.5,0.003,15.4,1.7,66.1,1011.4
2022-11-22,35,20,0.021,0.025,0.5,0.002,14.6,2.1,76.9,1009.6
2022-11-23,26,17,0.017,0.021,0.4,0.002,14.6,2.8,72.9,1005.8
2022-11-24,35,22,0.015,0.031,0.5,0.002,12.9,2.3,50.3,1010.7
2022-11-25,28,16,0.02,0.027,0.5,0.002,14.3,2.3,65.4,1009.5
2022-11-26,40,17,0.034,0.016,0.4,0.002,15,2.8,50.1,1006.6
2022-11-27,32,11,0.029,0.016,0.4,0.002,13.6,2.4,45.5,1011.1
2022-11-28,41,15,0.024,0.023,0.4,0.003,17.9,3.2,75.6,1007.7
2022-11-29,24,8,0.026,0.014,0.3,0.002,14.9,4.6,72,1001.8
2022-11-30,28,7,0.03,0.008,0.3,0.002,2.7,4.6,29.3,1016.2
2022-12-01,13,6,0.026,0.011,0.3,0.002,0.7,3.1,32.6,1019
2022-12-02,19,10,0.018,0.022,0.4,0.002,2.3,2.3,40.4,1019.7
2022-12-03,26,13,0.013,0.029,0.5,0.002,7,2.2,51.1,1015.7
2022-12-04,25,15,0.025,0.012,0.4,0.002,6.5,3.6,32.1,1016.8
2022-12-05,14,8,0.019,0.018,0.4,0.002,3.5,3.9,22.3,1015.5
2022-12-06,35,17,0.022,0.02,0.4,0.002,4.1,3.7,40,1013.9
2022-12-07,44,22,0.022,0.026,0.5,0.003,7.2,3.8,44.6,1014.1
2022-12-08,39,21,0.018,0.031,0.5,0.002,7.8,2.3,40.5,1015.5
2022-12-09,46,26,0.011,0.042,0.6,0.002,9.5,1.6,42.5,1012.5
2022-12-10,53,35,0.017,0.032,0.5,0.002,9.3,2.5,47.3,1008.8
2022-12-11,28,18,0.034,0.012,0.4,0.002,7.6,4,40.8,1010.7
2022-12-12,21,12,0.023,0.02,0.4,0.002,8,2.4,70.5,1009.5
2022-12-13,113,35,0.024,0.017,0.4,0.002,6.4,5.1,47.3,1008.1
2022-12-14,29,13,0.025,0.012,0.4,0.002,-0.4,3.7,41.8,1015.2
2022-12-15,24,11,0.019,0.022,0.4,0.002,1.6,3.5,48.9,1015.6
2022-12-16,31,15,0.019,0.02,0.4,0.002,3.6,3.7,32.1,1016.6
2022-12-17,18,10,0.023,0.013,0.4,0.002,0.4,3.5,33.8,1013.1
2022-12-18,15,12,0.027,0.009,0.4,0.002,-3.5,3.1,35.9,1012.1
2022-12-19,27,14,0.016,0.025,0.5,0.002,-0.6,2.2,42.3,1016.3
2022-12-20,46,22,0.013,0.034,0.5,0.002,3,2,42,1015.9
2022-12-21,35,21,0.009,0.037,0.6,0.002,4.5,2.1,81.3,1002.4
2022-12-22,35,20,0.02,0.013,0.4,0.002,0,4.5,49.1,997.8
2022-12-23,36,11,0.025,0.009,0.4,0.002,-3.7,7.3,43.9,999.6
2022-12-24,28,15,0.02,0.017,0.4,0.002,-2,4.4,49.5,1006.5
2022-12-25,17,11,0.027,0.012,0.4,0.002,1.7,4.4,39.3,1010.3
2022-12-26,29,14,0.018,0.026,0.4,0.002,2.9,3.7,35.3,1013.5
2022-12-27,34,18,0.013,0.03,0.5,0.002,3.8,3.4,31.8,1016.5
2022-12-28,45,27,0.021,0.02,0.5,0.002,2.9,2.9,47.1,1018.2
2022-12-29,30,18,0.023,0.017,0.4,0.002,1.8,2.7,46.1,1021.2
2022-12-30,40,26,0.02,0.022,0.5,0.002,2.4,2.4,52.5,1021
2022-12-31,32,21,0.025,0.013,0.4,0.002,2.6,3,50.3,1019.4
2023-01-01,48,39,0.032,0.011,0.5,0.002,4,2.1,43.8,1019
2023-01-02,17,7,0.026,0.013,0.4,0.002,3.1,2.6,19.5,1018.6
2023-01-03,20,8,0.02,0.019,0.4,0.002,1.5,2.9,28.3,1017.4
2023-01-04,33,16,0.02,0.021,0.4,0.002,2.6,2.6,39.5,1019.3
2023-01-05,74,54,0.023,0.031,0.6,0.002,4.6,2.1,47.1,1019.7
2023-01-06,80,62,0.02,0.032,0.6,0.002,5.3,3.3,51.3,1012.5
2023-01-07,105,67,0.029,0.016,0.6,0.002,5.7,3.7,52.9,1008.4
2023-01-08,54,30,0.022,0.022,0.5,0.002,6.2,2.9,42.4,1014.6
2023-01-09,86,37,0.02,0.036,0.6,0.003,9.3,3.6,56.9,1012.9
2023-01-10,38,19,0.025,0.018,0.5,0.002,7.8,2.2,58.1,1018
2023-01-11,41,19,0.013,0.04,0.6,0.003,8.9,2.7,60.8,1015.6
2023-01-12,40,19,0.013,0.038,0.6,0.003,11.8,1.6,71.1,1013.5
2023-01-13,20,10,0.015,0.023,0.4,0.002,14.6,3,98.8,1002.8
2023-01-14,24,16,0.029,0.009,0.4,0.002,10.3,3.2,89.8,1003.1
2023-01-15,14,9,0.024,0.01,0.4,0.002,6,2.6,86.8,1005.2
2023-01-16,25,15,0.019,0.019,0.4,0.002,1.3,5.8,50.5,1010.8
2023-01-17,29,16,0.017,0.022,0.4,0.002,1.5,3.8,39.5,1013.9
2023-01-18,51,31,0.021,0.021,0.5,0.002,2.5,2.8,54,1015.2
2023-01-19,50,26,0.02,0.023,0.5,0.002,2.9,2.9,54.5,1014.3
2023-01-20,79,26,0.026,0.015,0.4,0.002,3.3,4.6,39,1014.8
2023-01-21,15,8,0.021,0.017,0.4,0.002,0.8,3,25.6,1018.8
2023-01-22,19,11,0.021,0.021,0.5,0.002,4.3,2,50.1,1015.4
2023-01-23,30,15,0.027,0.016,0.4,0.002,6.6,2.4,51.6,1010.3
2023-01-24,44,17,0.032,0.004,0.4,0.001,-5.6,5.1,32.8,1012.1
2023-01-25,16,8,0.025,0.015,0.4,0.002,-6.4,3.5,27.5,1017.9
2023-01-26,27,13,0.013,0.033,0.5,0.002,-0.1,2.5,45.6,1013.6
2023-01-27,52,15,0.027,0.011,0.4,0.002,-1.1,4.3,35.6,1008.8
2023-01-28,32,12,0.028,0.009,0.4,0.002,-2.8,4.6,42.4,1010.8
2023-01-29,38,14,0.028,0.012,0.4,0.002,1.5,3.3,51.5,1010.2
2023-01-30,41,15,0.023,0.02,0.4,0.002,3,3.3,31.8,1012.1
2023-01-31,26,11,0.021,0.026,0.4,0.002,5.1,3.8,42.1,1010
2023-02-01,51,20,0.028,0.026,0.5,0.002,8.6,4.6,48,1006.7
2023-02-02,37,20,0.024,0.022,0.5,0.002,4.4,2.4,43,1014.2
2023-02-03,41,25,0.015,0.033,0.5,0.003,5.6,1.9,50.8,1011
2023-02-04,40,24,0.026,0.021,0.5,0.002,3.4,3.6,31.9,1013.5
2023-02-05,35,25,0.032,0.02,0.5,0.002,5.2,2.7,36.6,1014.4
2023-02-06,33,23,0.018,0.037,0.6,0.002,7.4,1.7,35.8,1011.7
2023-02-07,40,26,0.036,0.019,0.5,0.003,9.2,2.7,65.1,1009.8
2023-02-08,58,37,0.033,0.024,0.5,0.002,8.5,2,47.5,1014.6
2023-02-09,36,26,0.037,0.012,0.5,0.002,7.3,3.2,58.3,1016.8
2023-02-10,10,6,0.031,0.014,0.4,0.002,6.3,3.2,81,1008.8
2023-02-11,33,26,0.025,0.025,0.6,0.002,7.5,1.2,68,1013.1
2023-02-12,37,30,0.037,0.018,0.6,0.003,8.7,2.6,64.6,1010.7
2023-02-13,28,18,0.039,0.009,0.5,0.002,7,3.8,76.5,1006.8
2023-02-14,21,13,0.033,0.013,0.5,0.002,5.8,2.5,68.8,1011.4
2023-02-15,14,9,0.031,0.01,0.4,0.002,3.7,3.4,74.1,1019.2
2023-02-16,17,8,0.029,0.016,0.4,0.002,6.2,2.8,69.9,1020.6
2023-02-17,39,23,0.01,0.042,0.5,0.002,7.4,2.1,62.3,1017.4
2023-02-18,35,24,0.008,0.036,0.6,0.002,9.3,2.4,94.5,1010
2023-02-19,36,28,0.034,0.011,0.5,0.002,9.6,4.1,58.4,1006.5
2023-02-20,38,10,0.032,0.014,0.4,0.002,4,3.4,30.3,1014.2
2023-02-21,23,11,0.031,0.013,0.4,0.002,2.6,3.3,45.3,1022.8
2023-02-22,21,9,0.03,0.02,0.4,0.002,6.5,3,55.8,1019.8
2023-02-23,27,15,0.025,0.027,0.5,0.002,8.9,3.2,62.4,1012.3
2023-02-24,56,39,0.039,0.021,0.5,0.003,9.3,3,41.9,1012
2023-02-25,34,20,0.036,0.013,0.4,0.002,4.9,3.3,50.1,1019.1
2023-02-26,31,22,0.031,0.019,0.5,0.002,5.7,2.3,40.9,1025.4
2023-02-27,39,25,0.026,0.037,0.5,0.003,8.3,2.9,47.4,1023.9
2023-02-28,38,16,0.037,0.021,0.4,0.002,10,6.1,59.8,1017.3
2023-03-01,35,19,0.034,0.02,0.4,0.002,9.9,4,64.8,1010.5
2023-03-02,34,13,0.033,0.014,0.4,0.002,5.3,3.2,30.9,1015.8
2023-03-03,40,14,0.029,0.023,0.4,0.002,7.4,4,30.4,1016.8
2023-03-04,60,30,0.043,0.021,0.5,0.003,10.7,2.4,47.4,1017.9
2023-03-05,32,15,0.044,0.012,0.4,0.002,10.6,2.6,62.3,1017.7
2023-03-06,54,27,0.037,0.032,0.5,0.002,11.7,3.3,57.9,1013.8
2023-03-07,65,28,0.043,0.026,0.5,0.003,13.1,4.9,59.1,1012.4
2023-03-08,65,25,0.046,0.029,0.4,0.002,14.6,5.2,58,1011.4
2023-03-09,44,20,0.038,0.016,0.4,0.002,15.3,6,85.8,1006.8
2023-03-10,84,36,0.032,0.024,0.5,0.002,14.4,2.2,78,1011.3
2023-03-11,107,53,0.043,0.029,0.6,0.002,14.3,3.3,85.1,1013.4
2023-03-12,52,32,0.04,0.014,0.4,0.002,11.4,4.3,79.8,1009.1
2023-03-13,32,12,0.033,0.013,0.4,0.002,5.4,3.8,40.1,1012.6
2023-03-14,62,14,0.031,0.023,0.4,0.002,10.1,4.2,56.4,1011.4
2023-03-15,40,13,0.031,0.023,0.4,0.002,14.3,6,77.4,1011.8
2023-03-16,45,15,0.033,0.017,0.4,0.002,12.2,3.5,62.1,1015.4
2023-03-17,46,12,0.041,0.01,0.4,0.002,10.2,3.1,63.5,1013.2
2023-03-18,28,10,0.041,0.011,0.4,0.002,11.2,2.3,63.1,1008.3
2023-03-19,54,24,0.044,0.019,0.5,0.002,12,2.9,51,1009.7
2023-03-20,62,26,0.044,0.028,0.5,0.002,13,3.2,51.6,1006.7
2023-03-21,47,22,0.045,0.02,0.4,0.003,15.3,2.2,61.3,1003.2
2023-03-22,17,11,0.042,0.01,0.4,0.002,16.2,2.5,85.4,1001.6
2023-03-23,13,8,0.033,0.014,0.4,0.002,15.4,2.3,94.9,996.6
2023-03-24,112,28,0.039,0.011,0.4,0.002,12.2,3.3,81.9,1006.1
2023-03-25,116,23,0.04,0.007,0.4,0.002,11.1,3.2,69.9,1009.5
