,날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스,평균기온(°C),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),PM2.5_MA7,PM2.5_MA30,PM2.5lag,Autumn,Spring,Summer,Winter
1561,2024-04-10,0.32522796352583583,0.09090909090909091,0.48888888888888893,0.14218009478672988,0.11111111111111105,0.27999999999999997,0.4480712166172107,0.2941176470588236,0.5217391304347826,0.7956730769230802,0.3985507246376811,0.512396694214876,0.2727272727272727,0,1,0,0
1562,2024-04-11,0.3054711246200608,0.25,0.3015873015873016,0.5402843601895736,0.3111111111111111,0.24,0.5163204747774481,0.26470588235294124,0.643478260869565,0.7019230769230802,0.38768115942028986,0.502754820936639,0.09090909090909091,0,1,0,0
1563,2024-04-12,0.2857142857142857,0.36363636363636365,0.23174603174603176,0.637440758293839,0.48888888888888893,0.25999999999999995,0.5816023738872405,0.14705882352941177,0.5875776397515526,0.61298076923077,0.3913043478260869,0.49035812672176304,0.25,0,1,0,0
1564,2024-04-13,0.26595744680851063,0.29545454545454547,0.1571428571428572,0.722748815165877,0.6000000000000001,0.24,0.6142433234421365,0.11764705882352941,0.5453416149068322,0.6033653846153868,0.3695652173913043,0.4696969696969696,0.36363636363636365,0,1,0,0
1565,2024-04-14,0.34954407294832823,0.29545454545454547,0.48730158730158735,0.3672985781990522,0.5111111111111111,0.21999999999999997,0.6350148367952523,0.13235294117647062,0.5316770186335402,0.625,0.30797101449275366,0.455922865013774,0.29545454545454547,0,1,0,0
1566,2024-04-15,0.4331306990881459,0.32954545454545453,0.41587301587301584,0.36018957345971575,0.4,0.2,0.566765578635015,0.1911764705882353,0.8372670807453416,0.48317307692307665,0.23913043478260868,0.44077134986225885,0.29545454545454547,0,1,0,0
1567,2024-04-16,0.5167173252279635,0.36363636363636365,0.29365079365079366,0.5355450236966826,0.5111111111111111,0.21999999999999997,0.599406528189911,0.42647058823529416,0.6832298136645962,0.4447115384615401,0.25362318840579706,0.443526170798898,0.32954545454545453,0,1,0,0
1568,2024-04-17,0.6003039513677811,0.42613636363636365,0.5095238095238096,0.3672985781990522,0.5111111111111111,0.25999999999999995,0.5905044510385757,0.26470588235294124,0.417391304347826,0.4423076923076934,0.40217391304347827,0.49173553719008256,0.36363636363636365,0,1,0,0
1569,2024-04-18,0.6838905775075987,0.48863636363636365,0.44444444444444453,0.2938388625592418,0.5333333333333334,0.39999999999999997,0.5905044510385757,0.22058823529411767,0.48322981366459616,0.41586538461538325,0.605072463768116,0.5633608815426997,0.42613636363636365,0,1,0,0
1570,2024-04-19,0.7674772036474163,0.5511363636363636,0.48571428571428577,0.59478672985782,0.5111111111111111,0.27999999999999997,0.6142433234421365,0.36764705882352944,0.49192546583850927,0.4735576923076934,0.75,0.6198347107438015,0.48863636363636365,0,1,0,0
1571,2024-04-20,0.851063829787234,0.6136363636363636,0.6714285714285715,0.2345971563981043,0.3111111111111111,0.13999999999999996,0.5430267062314541,0.38235294117647056,0.7999999999999999,0.43750000000000355,0.8007246376811593,0.6349862258953166,0.5511363636363636,0,1,0,0
1572,2024-04-21,0.652482269503546,0.4090909090909091,0.6047619047619048,0.11611374407582942,0.24444444444444446,0.09999999999999998,0.5519287833827894,0.3529411764705883,0.8459627329192546,0.4134615384615401,0.7717391304347827,0.6280991735537189,0.6136363636363636,0,1,0,0
1573,2024-04-22,0.45390070921985815,0.20454545454545456,0.6238095238095238,0.1232227488151659,0.2666666666666667,0.12,0.5370919881305639,0.42647058823529416,0.6819875776397516,0.49038461538461675,0.7717391304347827,0.6157024793388429,0.4090909090909091,0,1,0,0
1574,2024-04-23,0.2553191489361702,0.25,0.5857142857142857,0.1350710900473934,0.24444444444444446,0.15999999999999998,0.5192878338278932,0.4558823529411765,0.6645962732919254,0.4471153846153868,0.753623188405797,0.6170798898071623,0.20454545454545456,0,1,0,0
1575,2024-04-24,0.2482269503546099,0.1590909090909091,0.3619047619047619,0.34597156398104273,0.3555555555555555,0.12,0.5341246290801187,0.3382352941176471,0.6770186335403726,0.36538461538461675,0.6159420289855072,0.6157024793388429,0.25,0,1,0,0
1576,2024-04-25,0.24113475177304966,0.2272727272727273,0.5936507936507937,0.3886255924170617,0.4,0.15999999999999998,0.5905044510385757,0.42647058823529416,0.501863354037267,0.42067307692307665,0.40942028985507245,0.6253443526170799,0.1590909090909091,0,1,0,0
1577,2024-04-26,0.23404255319148937,0.34090909090909094,0.22063492063492068,0.9241706161137443,0.5111111111111111,0.24,0.5727002967359052,0.3088235294117647,0.7006211180124223,0.42307692307692335,0.2608695652173913,0.6377410468319558,0.2272727272727273,0,1,0,0
1578,2024-04-27,0.22695035460992907,0.5909090909090909,0.5682539682539682,0.7203791469194314,0.5111111111111111,0.25999999999999995,0.6201780415430268,0.1911764705882353,0.6124223602484471,0.43028846153846345,0.25724637681159424,0.668044077134986,0.34090909090909094,0,1,0,0
1579,2024-04-28,0.21985815602836883,0.4545454545454546,0.6047619047619048,0.41943127962085314,0.5111111111111111,0.21999999999999997,0.6379821958456974,0.2352941176470588,0.6372670807453416,0.5096153846153868,0.32608695652173914,0.6735537190082643,0.5909090909090909,0,1,0,0
1580,2024-04-29,0.2127659574468085,0.3181818181818182,0.7396825396825397,0.1445497630331754,0.3555555555555555,0.15999999999999998,0.5163204747774481,0.4558823529411765,0.8521739130434781,0.3822115384615401,0.34420289855072467,0.6584022038567492,0.4545454545454546,0,1,0,0
1581,2024-04-30,0.1595744680851064,0.25,0.5841269841269842,0.28909952606635075,0.4444444444444444,0.15999999999999998,0.566765578635015,0.27941176470588236,0.7813664596273292,0.34134615384615685,0.34420289855072467,0.6432506887052342,0.3181818181818182,0,1,0,0
1582,2024-05-01,0.2021276595744681,0.25,0.6904761904761906,0.12559241706161142,0.24444444444444446,0.18,0.5014836795252227,0.4411764705882354,0.5565217391304347,0.4735576923076934,0.3586956521739131,0.6280991735537189,0.25,0,1,0,0
1583,2024-05-02,0.19148936170212766,0.13636363636363635,0.6555555555555556,0.1374407582938389,0.2222222222222222,0.15999999999999998,0.5192878338278932,0.26470588235294124,0.5416149068322981,0.6201923076923066,0.34420289855072467,0.6129476584022038,0.25,0,1,0,0
1584,2024-05-03,0.18085106382978725,0.18181818181818182,0.3650793650793651,0.4620853080568721,0.3111111111111111,0.18,0.5875370919881306,0.2058823529411765,0.5465838509316769,0.6177884615384635,0.31884057971014496,0.6170798898071623,0.13636363636363635,0,1,0,0
1585,2024-05-04,0.19148936170212766,0.29545454545454547,0.4380952380952381,0.41943127962085314,0.3555555555555555,0.2,0.6528189910979229,0.13235294117647062,0.5763975155279503,0.5985576923076934,0.2717391304347826,0.6157024793388429,0.18181818181818182,0,1,0,0
1586,2024-05-05,0.18085106382978725,0.20454545454545456,0.4301587301587302,0.24881516587677732,0.24444444444444446,0.18,0.626112759643917,0.25,0.8062111801242237,0.5096153846153868,0.21739130434782608,0.6074380165289256,0.29545454545454547,0,1,0,0
